0,1,2,3,4,label
8.835666,10.805804,7.451515,1.6851165,12.321119,0
10.534211,9.605698,5.5190845,3.452885,11.107972,0
8.813658,10.620951,8.519441,1.7845579,11.857652,0
9.046075,9.673336,8.622517,3.1351128,11.651042,0
9.9780855,8.799271,7.4649587,2.7198884,12.745271,0
9.628213,9.83888,6.239451,2.140855,10.901806,0
9.341755,9.670048,8.822294,2.4447556,11.545083,0
10.238994,9.5076065,6.285232,2.9172757,13.195739,0
9.339439,10.549656,6.2592454,2.3994255,10.932118,0
10.9922905,9.495433,5.47688,3.7495944,11.470936,0
9.4115,9.539405,8.053713,3.5331223,10.999165,0
9.595028,10.810981,5.1843452,2.2967436,11.332023,0
9.818102,11.050072,9.536477,2.4937356,11.692141,0
10.558251,8.972479,6.2106133,2.8951018,12.932108,0
9.729094,9.8731785,6.103912,3.2340393,10.84584,0
10.242165,9.83304,5.6272225,3.648242,10.994406,0
9.483808,8.265885,7.1282244,1.7397469,11.189229,0
8.558429,10.792279,8.3690405,1.7166519,12.125063,0
9.627146,10.423375,6.334261,2.9211993,10.522879,0
10.870272,9.7219095,4.623568,3.1957858,11.997191,0
9.0962,9.893269,8.961094,2.5600111,11.965482,0
10.191518,9.832857,4.3247943,2.3003435,11.087196,0
8.998762,10.631178,7.5708957,1.7812874,12.505592,0
9.312929,9.565794,6.973813,1.8753495,9.349853,0
9.445183,9.152584,7.85908,2.0548017,12.006221,0
10.929184,9.640791,4.900746,3.29115,12.0016365,0
10.820007,9.620117,4.807964,3.0964978,12.05708,0
9.186521,8.270265,7.850446,3.0085819,11.677281,0
9.852747,9.36766,7.65853,2.7096422,12.216532,0
10.817649,9.31153,5.596156,3.1519272,12.178727,0
10.188281,9.073598,7.1288333,2.6545322,13.119624,0
8.700982,10.458928,7.412174,2.3427656,11.520979,0
9.536958,9.910446,6.13231,3.3980584,11.126284,0
10.080522,9.643795,8.956366,1.9425582,12.281025,0
9.768187,8.979929,8.477227,1.8512022,12.011371,0
10.404779,9.313914,8.12169,1.9332567,12.926157,0
8.941257,10.46137,8.384022,1.5535436,11.170284,0
9.433019,9.409347,7.1996355,1.9422953,9.557937,0
8.600716,10.027061,8.8329315,2.960629,12.0851,0
9.717636,9.699164,8.883635,1.7130728,12.580202,0
8.553668,9.724801,8.162781,3.1728992,12.184056,0
9.024483,10.643649,7.755611,1.5175521,11.57341,0
9.549644,10.563799,5.917276,2.4955072,11.264439,0
9.086602,9.7025795,8.84787,2.234488,12.08867,0
9.987609,8.799911,8.653561,2.1907039,11.657959,0
9.052687,10.28903,7.3961687,1.7112856,10.7818985,0
10.1505995,9.491327,8.710806,1.791793,12.494774,0
9.546744,8.51708,7.148684,2.4309895,12.040816,0
9.848742,9.37468,7.2532496,3.477455,11.099328,0
8.84799,6.0519743,7.787347,3.5826797,11.541371,0
8.885237,9.241708,7.5569134,2.9860709,12.995587,0
10.691081,9.447437,5.7726183,3.8504562,11.013982,0
8.171481,10.588074,8.161992,2.1050518,11.746928,0
8.685228,5.7926345,7.982029,3.747703,11.311275,0
9.884783,7.8861055,7.734848,2.6629574,11.89929,0
10.998227,8.991674,6.481919,2.7323177,13.217496,0
8.70813,10.803852,6.931685,2.002037,11.467933,0
9.986557,9.469937,8.650313,1.6736141,12.713562,0
10.620734,9.123825,9.2352705,1.9960138,11.431163,0
10.671749,9.659378,5.50575,3.8558905,10.994136,0
9.7076,6.8113027,7.776134,3.7666018,10.780763,0
9.710172,7.9474964,7.6645346,2.679855,12.185437,0
9.36961,9.643141,6.8978505,1.9284489,9.324808,0
9.59764,9.491784,6.7638583,2.3667564,9.879063,0
9.951279,9.939329,5.9225,3.5906289,10.700592,0
9.959291,8.440587,6.367987,2.098723,11.222473,0
8.577019,10.522714,7.8493958,1.8255608,11.47983,0
9.7909,8.645408,7.592421,2.5373387,12.308305,0
9.199274,9.344838,7.924257,1.7077465,9.611888,0
10.829545,8.962066,6.579921,2.885919,13.099704,0
9.583158,10.133394,5.767413,3.2992933,12.169101,0
9.058424,6.9286923,7.909303,3.369703,11.543626,0
9.457386,9.815736,6.676317,2.982301,10.434438,0
8.471768,10.678032,7.723778,2.0403144,11.618064,0
8.820756,10.303338,7.9112716,2.1482573,12.559954,0
11.124252,9.49253,5.138368,3.582258,11.97619,0
10.670734,9.748087,4.6690426,3.1046884,11.756763,0
9.341187,9.428531,7.3293257,1.918396,9.344962,0
10.366308,8.84692,7.534422,2.683017,12.69348,0
9.262241,10.410404,6.7959356,2.2136202,10.529422,0
10.760523,9.387559,5.4664497,3.2066083,12.567023,0
9.599418,8.848319,7.9144096,2.9506874,12.266843,0
9.432031,9.045288,8.546626,2.602203,12.166727,0
10.245761,9.965421,5.2214003,3.467034,11.065103,0
9.908573,10.661445,9.43532,2.281251,11.470253,0
10.488646,9.772684,5.750803,4.1099925,10.479296,0
9.778588,9.628521,6.416128,2.6113605,10.594914,0
10.2576685,9.82602,4.29755,2.3485634,11.115393,0
9.787584,9.644068,6.4630365,3.2186558,10.62318,0
9.930418,9.653402,5.8334785,2.628031,11.1632595,0
9.795677,10.767034,9.474879,1.989773,11.939448,0
10.546339,9.81414,5.197738,3.3205113,12.194491,0
9.658773,10.21423,6.142488,2.8610852,10.960609,0
10.731304,9.77578,4.7077427,3.198158,11.7599535,0
8.934823,9.5167885,8.553514,2.700988,12.582793,0
9.151043,10.623774,8.695381,1.5170532,11.822384,0
10.937896,9.1866865,5.7983594,3.0185413,12.900266,0
8.4473095,10.219338,7.7460713,2.4112818,11.797999,0
9.993736,9.256322,8.028537,1.9599162,12.863672,0
9.592671,9.002633,8.370606,2.503081,12.0476,0
9.560384,9.5203285,7.47629,3.855245,10.83652,0
8.739709,10.021223,8.840276,2.3519342,12.066932,0
9.573849,8.295742,7.4829464,2.0243645,11.678791,0
8.664638,10.019083,8.728168,2.5560133,12.346342,0
9.514023,10.770195,5.9247303,2.1430109,11.369877,0
8.792289,6.2739744,7.7475953,3.4578986,11.640211,0
9.808655,8.935297,8.218072,2.3804886,12.483276,0
10.676294,9.007677,6.222609,2.9018805,13.050236,0
8.43948,10.678739,7.579017,2.0429745,12.485719,0
11.017044,8.8709955,6.198975,2.8360326,13.318436,0
8.9555855,10.639813,6.45565,2.075133,11.561861,0
8.68881,10.194504,8.7570915,2.3589253,11.659479,0
10.321103,9.785458,4.34721,2.3792887,11.223283,0
9.107652,9.980617,8.9909935,2.5294435,12.201586,0
10.411384,9.759212,4.4288106,2.5532186,11.376694,0
8.516279,10.059146,8.485609,3.0406375,12.322027,0
10.626201,10.3124485,3.6287751,3.2432263,11.554257,0
10.676689,10.037622,3.9109232,3.2633555,11.69731,0
8.687733,10.678668,8.3045225,1.6438838,11.829442,0
9.180702,10.863095,6.4793167,1.891256,10.63254,0
11.1261015,9.4677,5.074412,3.2523594,12.430112,0
9.099571,9.386276,7.8120694,1.7765261,9.681651,0
9.389947,9.074747,7.911886,2.1673355,10.030902,0
9.689657,9.537855,9.238691,1.9279172,11.956523,0
9.074778,10.163093,8.370875,1.9662637,11.75744,0
9.388317,7.7012744,7.3196225,1.864462,10.995227,0
9.36533,10.462467,6.3111095,2.8252585,10.670437,0
9.157249,10.329482,9.081363,2.929923,11.945822,0
9.311863,9.686227,6.629618,2.0404785,9.700755,0
8.492223,9.319525,7.823406,3.1293516,11.998175,0
8.649526,10.862214,7.6000924,1.6486286,11.886823,0
10.193512,9.71436,4.9903603,2.8279986,11.5754385,0
9.379834,9.428103,7.840319,3.4255524,11.3991585,0
9.830365,8.831301,6.742121,3.0911567,13.089902,0
9.840449,9.549977,6.3632727,2.4749339,10.821874,0
10.683358,10.127648,3.7992764,3.2803113,11.654418,0
10.079507,9.31482,9.154277,1.8634872,11.651267,0
9.6431055,8.71151,8.265196,2.6218574,12.16631,0
9.286287,9.597815,6.9961805,1.8004843,9.201888,0
10.877151,9.701585,4.6614814,3.1839707,11.999252,0
9.208645,10.150302,7.183383,1.9285177,11.848805,0
9.4420805,8.908625,8.096618,2.5662289,11.2326355,0
9.208083,10.439084,6.142429,2.6556928,10.960441,0
9.76545,8.817287,7.848388,3.0039785,12.261297,0
9.154346,9.409916,8.851157,2.3407073,12.375512,0
9.333547,6.8339596,7.6906867,3.074702,11.298269,0
9.945465,9.067786,8.651097,1.9352181,11.265665,0
9.6900425,9.943374,5.486247,2.4614224,10.983737,0
9.190065,9.615083,6.8138185,1.745513,9.294529,0
9.463125,9.635095,6.036133,2.311129,10.231961,0
8.701528,9.069781,7.896454,3.2328348,12.280713,0
9.648986,11.105234,9.1878395,1.9248084,11.566252,0
8.765689,9.748645,8.138235,3.4008296,11.705466,0
8.837376,11.045436,8.150296,1.4468396,12.5479355,0
9.545877,9.734234,8.803248,1.7967318,12.762181,0
10.928881,9.058736,9.4795685,1.8632599,11.2493105,0
9.272956,10.473585,5.529149,2.5863376,10.99169,0
9.598921,10.337517,9.082603,2.295932,12.024525,0
8.656828,10.860585,7.3692865,1.7849617,12.273728,0
8.378225,9.980299,8.401658,3.3939135,12.211396,0
9.773834,10.4495125,5.642533,2.844522,11.966058,0
9.80714,11.2014,9.722357,2.2740731,11.83393,0
9.084887,8.576113,7.7135043,2.8617702,12.186573,0
10.245975,9.078681,6.801979,2.897766,13.395253,0
10.073284,9.99158,5.3963413,3.4653609,10.725317,0
10.187815,9.723177,5.4636955,2.8519092,11.715532,0
9.711027,9.426596,9.114084,1.9165465,12.268831,0
10.942375,9.085405,6.9795704,2.4995384,13.228174,0
9.839441,9.9414625,8.989895,2.381395,12.034549,0
8.736922,6.4337473,7.820262,3.741017,11.807503,0
11.17708,9.556931,4.861742,3.3096013,12.312746,0
8.689899,10.610959,8.645234,1.6724539,11.95569,0
8.641209,9.804198,7.773789,2.644976,11.613413,0
10.88935,8.919607,6.7799015,2.5548358,13.167651,0
9.0297165,10.520894,8.420235,1.4670725,11.940079,0
10.580809,9.855936,4.504292,3.2462766,11.929221,0
8.402021,10.709727,7.709147,1.9262358,11.7088995,0
9.02377,6.1168103,7.904735,3.4326057,11.214978,0
9.569743,8.56608,7.747548,2.134965,11.654701,0
9.125738,10.506669,7.4943485,1.8317802,12.577018,0
10.955578,9.482989,5.511601,3.897308,11.259316,0
9.557958,10.95014,6.4770164,2.5228047,11.1369295,0
9.9240265,9.111946,6.7905474,3.050655,13.54534,0
9.1136055,9.817485,8.763931,3.177943,11.598158,0
8.895936,6.369823,7.7438326,3.3044033,11.266719,0
10.568764,8.057525,7.7882643,1.9673154,12.523855,0
9.193443,8.530221,7.7414284,2.9066038,12.167641,0
9.009071,10.418499,7.8761716,2.1737695,11.279687,0
9.557846,8.918681,8.4515295,2.1538863,11.876561,0
9.009655,9.534914,8.253091,3.407453,11.63817,0
10.19321,9.62713,5.843493,3.2802083,11.466667,0
9.594292,9.624013,9.148698,1.9069865,11.412505,0
9.713631,9.3347,6.2519164,2.6740305,11.508841,0
9.650376,10.787669,5.1248574,2.321218,11.372746,0
8.671412,11.072817,7.6816983,1.4196997,12.013353,0
8.157619,10.506413,7.953364,2.1260376,11.728374,0
9.043706,9.776761,6.5292273,3.1076055,11.779406,0
8.657303,10.070356,8.853877,2.7787383,12.144723,0
9.507896,9.726262,6.582429,1.9659448,10.69279,0
9.227094,10.509418,6.213013,2.2495575,11.846011,0
10.452851,8.771549,7.3481545,2.354033,12.738934,0
9.839038,9.175109,8.1960745,1.9915106,11.761317,0
9.07363,6.5464525,7.6922736,2.9299335,11.337526,0
8.851969,6.626739,7.8908277,3.2661536,11.505656,0
9.845533,10.219301,4.792872,3.0994673,10.894005,0
10.129281,9.098226,6.662015,2.9696875,13.541012,0
9.946387,9.2689705,7.2370067,2.633025,13.285418,0
9.0857,9.439815,8.619361,2.397786,12.690378,0
9.542164,8.804992,8.513974,2.371627,12.220391,0
9.617641,9.331782,7.145756,2.9838011,13.325127,0
8.426188,10.064241,8.497961,3.0477576,12.44384,0
11.065694,9.1359415,5.9086223,2.9729474,13.001792,0
10.090468,10.250386,5.6643248,2.8765028,11.512494,0
9.112962,6.343423,7.8401933,3.4557343,11.042763,0
10.368989,9.470963,6.111778,3.1441612,12.377226,0
9.454506,7.9226193,7.1920705,1.7030119,10.906192,0
10.770455,8.925208,6.4360743,2.732682,13.284651,0
9.889685,9.641055,7.5769825,2.0293486,11.382723,0
9.547028,9.667268,8.565611,3.0476015,11.6407385,0
9.607338,8.70826,7.804162,2.271501,11.822916,0
9.159765,9.470969,7.2732253,1.6856699,9.28594,0
10.267457,9.80454,4.335173,2.3508584,11.164905,0
10.609845,10.175758,3.8892193,3.1724718,11.625062,0
9.809647,9.321947,5.9915705,3.0938613,11.357147,0
9.147814,9.368374,7.865125,1.9147719,9.962596,0
9.78555,9.894036,5.8314643,3.1702018,10.946192,0
9.749434,8.187624,6.739914,2.297005,11.619161,0
9.31151,8.778704,7.146993,2.9530244,12.734364,0
9.045226,6.4456,7.783459,3.0900843,11.334604,0
10.590162,9.177073,7.477191,2.0926445,12.245305,0
8.473446,9.991952,8.480781,3.2850792,12.344817,0
10.603725,9.190998,5.9611497,3.0488482,12.95639,0
8.8080845,8.831201,7.456585,3.2889524,12.58061,0
9.581177,8.126786,6.5523963,1.7799326,11.093067,0
9.750313,10.062875,8.999878,1.5014914,12.258136,0
8.958008,9.519285,7.749005,3.5646365,11.681484,0
10.275181,9.1406555,7.9131656,2.1836271,12.851242,0
9.398101,9.970357,6.2158933,2.946509,10.693796,0
8.796862,10.834344,7.100649,1.7652404,11.181818,0
9.976253,8.978286,7.55407,2.8796399,12.831457,0
9.255331,9.261264,8.056371,3.1436806,12.049773,0
9.265753,9.323635,7.367599,3.28432,11.950458,0
9.163421,10.069755,6.6944275,1.9763683,9.938265,0
8.732536,10.090893,7.3504043,3.1630688,11.413746,0
9.283483,10.527946,6.1020207,2.4924328,11.030471,0
9.6383095,8.281496,7.3404117,2.0616353,11.494025,0
9.156987,10.558801,6.152906,2.226569,10.7248125,0
8.478177,10.321215,7.9222755,1.9030579,11.411933,0
8.780302,9.467765,7.911577,2.91846,12.263788,0
9.944,8.182729,7.1439734,2.9671757,11.650944,0
9.649726,9.846535,5.489393,2.7981875,10.984645,0
9.7324095,9.479237,9.017313,1.713262,11.935273,0
9.88663,10.112579,5.298853,3.2910674,11.143458,0
9.915255,10.84252,9.151089,2.501014,11.902203,0
9.55878,9.313925,8.876831,1.796303,11.673122,0
10.6352,9.156826,9.490632,1.7260981,10.948301,0
9.595981,8.33413,7.435283,2.6253514,12.598002,0
9.502953,10.930504,9.102408,1.6672697,11.890022,0
9.677543,8.170745,6.574352,1.8473825,11.202689,0
9.920936,11.090035,9.592979,2.3801675,11.756603,0
9.033525,10.456351,6.2333417,2.1337774,10.652954,0
9.599723,9.377135,6.7269053,2.5142822,10.158083,0
9.003652,10.120974,9.011437,2.3040767,12.399933,0
8.403351,9.8981285,7.6111503,2.9870367,12.24354,0
8.54273,10.314425,7.8880587,2.277262,12.433313,0
8.599263,10.072206,8.781647,3.0231028,12.161157,0
9.069147,10.946671,6.413309,1.7416382,10.7787485,0
10.34412,9.033022,6.155392,2.9372356,12.623164,0
9.490051,9.359832,6.21512,3.0515642,11.255963,0
10.708882,9.01524,7.394136,2.2663693,12.3555355,0
9.374337,7.8839645,7.81647,2.479509,11.547379,0
9.386387,8.879419,8.281601,2.430263,12.643451,0
9.672959,8.603126,8.054981,2.8616471,11.781482,0
8.950249,6.1211076,7.7368083,3.8511884,11.448464,0
8.842082,9.575466,8.104635,3.3115695,11.803266,0
9.765527,11.445694,9.896931,2.640236,11.805079,0
9.867142,11.109321,9.489147,2.558559,11.712194,0
8.954429,9.682323,8.41529,3.2326198,11.655966,0
9.749343,10.42942,5.6688724,2.8316152,11.801356,0
10.3179865,9.581177,6.268399,3.8759575,10.325984,0
9.065613,9.250633,7.6718655,1.7003077,9.496683,0
10.401032,9.826436,5.0517163,3.2289119,11.612117,0
10.538475,9.732197,4.8817067,2.9486065,11.538646,0
8.558792,10.631131,8.293849,1.6163802,11.688,0
10.845469,9.554695,5.6823034,3.9952774,10.926551,0
9.635479,10.152709,5.4051304,2.8139188,10.780529,0
8.5532875,10.347911,7.95535,2.0275083,11.330227,0
8.755668,10.5201645,7.948183,1.6005968,11.281342,0
9.783482,10.576295,5.822013,3.3326058,11.205409,0
9.998997,10.364006,5.631582,2.9328055,11.648154,0
9.42263,7.9701123,6.7202606,1.5357275,10.954431,0
10.130687,9.177171,6.0390735,3.136814,11.291979,0
9.163034,9.22084,8.645218,2.834932,12.248749,0
10.281235,9.457933,6.598944,3.826692,10.279066,0
8.476647,10.786024,8.415692,1.7795916,12.246053,0
10.469544,9.233435,9.362132,1.7545323,11.050768,0
9.113713,10.559077,6.9726534,2.1289456,10.82327,0
9.282732,10.276117,6.0098658,2.7463424,11.280578,0
10.331109,9.782225,4.4524283,2.4099152,11.267231,0
9.168953,9.898229,6.9474764,1.9080031,9.809544,0
10.393427,9.263637,7.870588,2.328579,12.837581,0
10.634737,10.103649,3.9053545,3.240672,11.627186,0
10.638942,10.255326,3.6462579,3.2734323,11.5739565,0
10.242764,9.772052,5.5143123,3.1315796,12.4070635,0
9.288255,9.556582,8.216897,3.4774885,11.309625,0
11.104918,9.530337,4.9037557,3.1870103,12.150706,0
8.913803,10.841734,7.559967,1.5978847,12.342937,0
9.566164,8.543693,7.9012017,2.8284009,12.109567,0
10.332637,8.207647,6.966455,2.5182045,12.223137,0
8.780174,10.1532955,7.1177025,2.60223,12.563269,0
8.548642,9.776452,8.381479,3.2468138,12.52249,0
9.047421,8.889154,8.049901,2.7328413,11.931387,0
9.507897,9.281645,6.929109,1.9351821,10.209209,0
8.5668955,10.665958,8.397954,1.7652551,11.709165,0
9.996559,9.178623,8.506531,1.998523,11.780285,0
9.8750305,9.772984,8.980986,1.5131754,12.468898,0
9.89786,10.488117,5.8460197,2.5645175,11.4432535,0
9.130296,9.831849,8.88967,2.8439906,12.15071,0
9.518517,8.268646,7.4341745,2.2513573,11.831183,0
8.440818,10.717483,8.057595,1.9220916,11.717774,0
9.91239,10.278656,4.6059303,3.1064224,10.9994545,0
9.861135,9.349568,8.86446,1.7528456,12.668665,0
9.294422,9.629931,6.6584797,2.0399318,9.870975,0
10.18349,8.903734,6.9360766,2.7072864,12.978842,0
9.725885,8.455924,7.6772704,2.1081665,10.981123,0
9.307735,9.488529,8.040273,3.3796134,11.058235,0
9.433816,10.098535,8.36788,1.5494711,12.318123,0
8.600695,9.279343,7.60936,2.764328,11.614346,0
9.616683,9.178262,7.433187,1.6560078,10.835655,0
10.217339,9.811306,4.29789,2.298654,11.095085,0
8.458871,10.450173,8.50729,2.0172026,11.8730345,0
9.318708,10.546255,8.761003,1.5538405,12.339065,0
9.972919,9.848509,5.7281647,2.9544663,11.4569,0
9.060423,9.519594,8.873799,2.3057733,12.37681,0
9.245536,10.559516,8.129267,2.2394884,11.183781,0
8.800202,10.585359,7.2457595,1.8994532,11.212066,0
10.531789,9.732075,5.653952,3.939283,10.707942,0
9.932952,9.322654,8.420171,2.1202796,12.372007,0
8.320149,10.433607,8.355064,2.1853135,12.018333,0
8.750018,9.6183815,7.6495695,2.379285,11.997486,0
9.334798,9.234204,8.646833,2.7759218,12.11633,0
10.079221,9.417642,9.116253,1.8191359,11.275829,0
9.384573,9.573738,7.15521,2.0897374,9.431206,0
9.347018,9.210189,8.819673,2.306944,12.161784,0
9.339474,8.976954,7.4738493,2.4941695,12.03994,0
8.6712265,10.011198,8.179007,2.9132211,11.666802,0
9.658991,9.194053,7.284738,1.9924016,10.549575,0
8.13478,10.4123335,7.7518263,2.194009,11.738358,0
9.264463,10.377278,8.815761,1.5037977,11.860071,0
8.652519,10.557482,8.544374,1.7773186,11.786608,0
8.940053,7.0257397,7.795629,3.4106557,11.822795,0
9.142597,9.85452,6.783957,1.9052225,10.094643,0
9.122322,10.070338,9.015709,2.2933736,12.309239,0
9.128124,9.203224,8.551873,2.6834996,12.273959,0
10.483784,9.715191,5.1699686,3.229594,12.090074,0
9.449199,9.6619625,8.732879,2.024405,12.209475,0
9.475177,9.598385,8.215161,3.2399025,11.069581,0
10.445891,9.102211,8.569047,2.1819677,12.137158,0
8.646133,9.9050665,8.697923,3.2152162,12.142771,0
9.648382,9.754757,6.1511216,2.6468925,10.38871,0
8.551019,9.999181,8.227069,2.3922915,11.669252,0
9.796843,7.952547,7.6792574,2.0988793,11.4420595,0
9.082488,6.6833344,7.873346,3.616125,11.3733,0
9.030689,9.391232,7.8436265,1.6903487,9.529338,0
9.22661,9.363788,7.881608,1.6313015,9.552403,0
9.254156,8.97948,7.419299,2.8515286,12.206563,0
9.428569,9.241486,8.505338,2.4767523,12.627676,0
9.247835,9.117572,7.0570607,2.7705889,12.294076,0
10.543495,9.211816,5.8861723,2.7169075,12.354184,0
9.88298,8.560614,6.447097,2.3069787,11.221838,0
9.277971,10.236284,6.286508,2.7758796,10.640815,0
8.9028425,10.897505,7.72807,1.5545536,12.382085,0
9.690087,8.448965,7.8224077,2.5239763,11.661954,0
8.981286,6.2454443,7.9848256,3.450241,11.183118,0
9.999721,10.3391905,5.5344405,2.955704,12.012156,0
9.798825,9.135978,7.0558486,2.9383297,12.431276,0
8.992609,9.713488,8.5196085,3.1348567,11.717285,0
10.022832,9.3995495,6.702922,2.7412035,11.979422,0
8.47478,10.531234,8.12673,1.7761581,11.978798,0
9.186597,10.632354,6.7615657,1.9541901,10.788566,0
9.131314,9.499963,8.118566,3.1490498,11.382266,0
10.200586,9.357682,8.610274,1.7196072,12.663781,0
8.740857,9.901903,8.686768,2.5064635,11.861815,0
9.399002,8.813856,8.187387,2.8326576,11.693141,0
9.516348,8.508327,7.0946884,3.0868065,12.779795,0
10.18561,9.0921955,6.6679487,2.9789546,13.38788,0
10.320517,10.418948,3.743901,3.270717,11.229784,0
9.896657,10.937748,9.229292,2.673295,11.519904,0
10.027355,8.877699,7.9992604,2.302091,12.446316,0
9.326771,8.679546,7.7737665,2.1519227,10.820784,0
9.991218,10.090022,5.467663,3.5079427,11.027748,0
9.028199,6.701232,7.7168956,3.0689197,11.61998,0
9.774195,11.473335,9.939676,2.6474638,11.802982,0
9.817788,11.223248,9.757465,2.5989022,11.7022505,0
10.234915,9.8616,4.4241605,2.3522892,11.181069,0
9.458903,10.131018,5.964137,2.5962646,11.329088,0
8.874532,10.639023,8.088698,1.5071514,11.463211,0
8.630437,10.614093,8.578368,1.7530248,12.185829,0
9.116099,10.699762,6.652622,2.0354989,11.362501,0
10.122827,9.458486,6.6055117,3.0391366,10.730146,0
9.377795,9.809166,9.096328,2.2600312,12.188122,0
8.91077,10.465869,8.555531,1.8967773,11.79536,0
8.802493,10.938932,7.6895494,1.5323056,12.341285,0
9.238671,9.804776,7.797966,1.7453955,10.897936,0
9.483795,9.25561,8.813912,1.9223458,11.806606,0
10.074857,9.369827,9.2429495,1.8774852,11.734788,0
10.323399,9.227786,7.959555,2.3845365,12.686351,0
10.093389,9.525183,8.661064,1.7160449,12.581931,0
9.60964,9.861061,6.015633,2.8735552,10.847899,0
10.599316,9.554833,5.2237034,3.156306,12.218108,0
8.614821,10.817245,8.394555,1.7055644,12.441491,0
9.400564,9.568665,7.1249075,1.9860904,9.163086,0
8.790244,9.305715,7.2262807,3.1637497,12.631687,0
9.690389,9.716127,6.4964724,2.120828,10.824201,0
9.733649,8.705373,7.3387566,3.2349505,12.754765,0
10.12384,9.806565,5.7447615,3.4730783,10.759004,0
8.555217,9.735162,7.858105,2.9181015,12.251789,0
9.7077675,9.174163,8.564049,1.9519112,11.289136,0
9.449478,10.041759,5.6442385,2.646706,11.025776,0
9.067835,8.481038,7.1942954,3.1050868,11.719935,0
8.7579975,9.544006,8.151205,3.691591,11.812541,0
9.106179,8.332981,7.036858,3.2081163,12.476009,0
9.151548,10.572147,7.1842375,1.5572175,10.839781,0
8.292746,10.490389,8.158623,2.3288422,11.826833,0
10.056034,8.866868,7.341624,2.8127775,12.942594,0
9.293775,8.797811,7.7345476,3.3131897,12.065056,0
9.559262,9.049415,7.9059954,2.6669514,12.525879,0
10.431115,10.099733,4.181941,3.267486,11.477728,0
9.583912,9.214551,7.2237735,2.915226,10.948656,0
10.749825,8.913751,6.549595,2.765643,13.214304,0
8.3513365,10.521035,7.8469825,2.3970096,11.888103,0
9.55594,9.687146,7.16858,3.524278,10.836113,0
9.343082,9.680211,8.012064,2.6732922,12.77571,0
8.760457,9.3892565,7.4877534,3.0105164,12.889706,0
8.795119,9.487601,8.204189,3.3765883,12.215687,0
9.399501,7.707934,7.2906046,1.7710813,10.941806,0
9.231947,9.343008,7.758774,1.6598495,9.524437,0
10.266818,8.92398,7.322178,2.6587775,12.846232,0
9.244834,10.038306,6.429165,2.0550869,10.051059,0
9.614636,10.004032,6.409742,3.3080182,10.612394,0
9.170937,9.457777,7.6178484,1.7262901,9.555942,0
9.718599,10.982755,9.359748,2.6080937,11.770474,0
9.825522,9.411975,8.647191,1.9684542,12.71844,0
9.203063,9.897578,6.9431596,2.7523508,10.581931,0
10.063075,9.717997,5.469064,3.073231,10.9614725,0
