0,1,2,label
2.7964315,1.0974058,4.876732,0
1.5827193,2.0413916,8.456346,0
2.0193412,0.92715263,8.327781,0
2.8296034,1.4716216,5.543211,0
3.6188686,1.8870225,8.116092,0
0.72380227,-0.30253366,8.466959,0
1.1571854,0.63734037,6.2956843,0
3.2499602,0.48258233,9.644551,0
2.9545383,0.49493948,9.061009,0
3.883794,0.95706874,8.690754,0
1.9369876,-0.6735274,9.109102,0
2.7682285,-0.8879447,7.301726,0
1.1115758,0.64846563,9.968879,0
3.0455992,0.24064109,9.755333,0
1.0746199,1.3558719,9.647534,0
1.6373025,-0.9517278,8.891409,0
1.1829299,-0.44301796,6.328921,0
2.056871,0.3167545,9.679184,0
2.771938,1.090047,9.189452,0
1.6380371,-0.8442502,8.009164,0
3.4554672,0.4674688,9.272675,0
2.5485208,1.9517227,8.1421795,0
1.1621649,1.2524399,7.5141473,0
1.3495107,4.4093556,8.885881,0
2.1447713,2.1358466,9.496851,0
1.287837,1.5562116,5.65891,0
0.77936494,-0.50659525,9.356209,0
0.9509872,4.628911,8.937187,0
2.240806,2.260222,8.418308,0
4.21403,1.9395515,7.177411,0
0.87396497,-1.0862881,8.533437,0
3.496061,0.4645002,9.207515,0
3.3421679,1.2083845,10.237563,0
1.3094788,1.33829,5.322111,0
0.57080084,3.6943834,7.9066796,0
2.456041,2.451659,8.334037,0
2.6087818,-1.0783365,6.9934235,0
2.31947,-0.3401442,7.033476,0
0.88355714,0.68149275,6.024706,0
2.4536312,1.5929718,6.7317505,0
1.2093499,-0.74908656,8.894002,0
2.6998563,1.6764891,8.515425,0
3.0138128,-1.0694923,8.03479,0
3.9343941,1.9251777,7.165257,0
2.7103157,0.5439573,5.938765,0
1.4353204,3.580595,8.570195,0
1.2507293,0.28545037,7.1296773,0
1.0660465,-0.5917845,8.878799,0
1.2002387,-0.5801234,9.392266,0
2.436367,1.7790133,4.9628158,0
2.4137344,0.9218385,4.689274,0
3.0037818,-1.1542251,7.381432,0
3.3378968,1.6411293,8.123011,0
1.3771234,-0.4319996,7.337112,0
3.052404,1.5781835,5.519258,0
2.3035278,1.7041466,9.026216,0
2.316513,1.0623822,9.29883,0
1.6198132,0.69562554,5.2589583,0
1.9990472,-0.035710044,10.934033,0
0.6814958,1.1585174,5.448634,0
1.698487,0.3665229,6.749568,0
2.7152338,0.01934846,4.86452,0
1.1706927,0.787134,6.834447,0
2.0199065,0.54026926,6.120153,0
2.0903094,-0.35039687,10.922285,0
2.7917562,1.145594,5.370409,0
0.9586723,0.17079894,6.4832883,0
2.475029,1.1189921,4.808189,0
1.9589287,1.144499,9.90649,0
2.0595396,-0.68847376,9.832202,0
3.9217398,1.9854636,6.5581746,0
0.54863757,-0.2465118,9.119098,0
3.4350767,1.0664177,8.936567,0
2.5085754,1.3120311,9.475986,0
0.61934376,1.2053711,7.666732,0
1.63836,0.3000898,9.782913,0
2.4249089,1.6028931,7.9721026,0
1.5401895,0.43448868,9.948964,0
1.0717576,-0.9224222,6.4375944,0
1.5676285,4.332214,8.923531,0
2.7169855,1.2716645,9.094485,0
3.8128872,1.9894329,6.8732634,0
0.6811097,-1.1490624,9.357622,0
4.178109,2.1070793,7.042496,0
0.7535406,-1.0407473,7.270565,0
1.4571528,0.25969315,9.942597,0
2.738664,0.16287556,4.8784103,0
1.8924772,0.36923018,9.9506645,0
2.739628,0.47119623,4.807412,0
1.0288787,0.7098725,9.912545,0
2.352972,0.57858586,3.634351,0
2.4081953,0.65244055,3.846792,0
1.6253139,-0.90127504,9.521725,0
1.2170625,-1.2596471,7.184722,0
3.0214982,1.6713066,4.94866,0
2.9804926,-1.0008458,7.801612,0
2.6502898,-0.41677132,7.941412,0
2.7470403,0.52218485,10.067164,0
1.8297547,-0.26333314,9.181749,0
2.1059983,2.9500458,7.4301577,0
0.87230015,-0.18827538,6.6407847,0
1.2886127,0.35142314,10.421717,0
2.494625,-0.8052838,6.838427,0
1.1144447,1.4471875,9.336776,0
1.0486045,-1.2321626,8.942618,0
2.2690134,0.7366261,5.263849,0
1.1535699,1.1993818,8.330018,0
3.0462806,2.7567937,8.322469,0
1.8900583,0.39805713,6.684685,0
2.3741643,0.6190325,3.800344,0
3.0175505,0.53139764,10.007699,0
2.7004619,1.6634333,9.498105,0
2.922901,-1.3435184,6.969194,0
2.70283,1.3087168,4.59382,0
1.5074916,-0.17858376,8.137758,0
2.027696,0.8663737,8.454305,0
1.0633733,-0.43219426,6.6700144,0
2.407891,1.6973178,8.658271,0
2.2398977,0.7120534,9.7795925,0
1.5679537,3.7200294,8.211925,0
2.8629081,0.31647626,8.976002,0
1.979143,-0.04070632,5.9970026,0
2.7995095,-1.2009753,6.877811,0
2.2063031,-0.29634485,6.345433,0
1.4861344,1.9708979,9.252616,0
1.7272238,-0.58719313,10.720472,0
0.87490785,1.1614997,9.1209,0
1.3438125,-1.50024,9.6386795,0
2.7815285,0.21429819,9.866206,0
3.775123,1.1636287,10.618282,0
1.4440686,-0.53824866,6.009831,0
2.0748308,0.2547335,10.312549,0
0.7441572,-1.3604767,8.988868,0
0.7728141,1.0648247,9.8333435,0
2.0832272,0.030680157,5.8027897,0
1.7050675,-0.40488377,11.4530525,0
1.9402376,1.8007442,8.934553,0
3.8901086,2.2652037,7.858232,0
1.2267258,0.55860347,5.4425926,0
2.2465768,0.9543149,5.7293434,0
2.9100847,0.4354303,9.803499,0
4.195499,1.7521038,7.662131,0
2.3958123,0.72606534,10.064402,0
1.3477312,4.0783877,9.163475,0
2.8861675,1.5587102,4.7001615,0
1.555989,-0.66103894,9.704375,0
0.93177617,0.32742527,8.789516,0
4.024719,1.857905,7.589364,0
1.9577614,-0.82266814,9.487553,0
2.601707,0.94366866,4.5254297,0
0.9237632,-0.7671138,9.00257,0
1.1716549,4.384625,8.499619,0
2.4883208,1.412364,8.302402,0
1.1808537,-1.3041853,9.197017,0
1.5033174,1.6296812,5.2785726,0
0.7155926,-0.61688435,6.724701,0
3.8783615,2.4724169,8.129118,0
1.2201996,0.631411,9.339284,0
1.3455642,4.3970375,8.487587,0
4.0508747,1.9854578,8.729398,0
1.9943732,1.9548337,8.943902,0
1.0837827,-0.15852451,8.715305,0
2.4852338,0.6905186,8.833252,0
0.9730916,1.3425976,8.992938,0
1.7684624,0.92993444,5.826898,0
2.8953931,0.7570414,10.261608,0
2.5064306,0.6454576,6.5438156,0
1.2304873,-0.930145,5.667219,0
1.2641406,-1.4261672,9.120393,0
0.7534895,-0.5627638,9.101588,0
2.038765,0.38028058,6.787756,0
1.3057581,0.52353567,10.049625,0
2.0223975,-0.14792024,7.2228293,0
1.165067,-1.2743076,7.379036,0
3.5492616,1.5200574,8.046197,0
2.6880605,0.52042705,8.653105,0
1.6763668,3.990309,8.265939,0
1.3691864,3.8341975,8.595025,0
1.5859987,-0.010187788,5.1751404,0
3.9239767,2.4605253,7.900819,0
3.7636468,1.9469956,8.563107,0
2.2405984,0.92460924,9.832349,0
2.5402203,1.0828981,8.955077,0
3.5073557,2.5556557,8.696178,0
1.1829468,0.8171073,10.046082,0
4.0312533,1.9779413,6.5746207,0
1.6230075,0.41632855,5.746829,0
1.0544807,4.227572,8.357676,0
2.7093985,1.4724375,6.2260795,0
2.2597528,2.6261816,7.2042637,0
4.0935807,2.1572597,7.29021,0
2.4585092,0.33548748,7.7824917,0
1.5741185,0.6161841,9.076763,0
2.574905,1.249263,8.432494,0
2.8645496,-1.1869414,7.2394733,0
2.764048,0.03176106,4.8674784,0
2.4089143,0.65555406,3.9590368,0
2.0850165,1.0090872,6.2786694,0
2.7866704,-0.65059525,7.987171,0
1.3052962,0.4782468,5.927695,0
2.378575,1.8445375,7.3774643,0
2.5652595,2.5385876,8.822032,0
1.5187167,4.1033225,8.380662,0
3.4452152,0.9015169,7.9812903,0
1.0257533,1.0610342,9.975668,0
3.7511263,2.0939043,6.7441945,0
1.7812569,2.773843,9.282993,0
2.4556608,1.9875548,6.8146105,0
2.96297,-0.30875188,9.807808,0
0.9385124,1.3449293,8.865972,0
3.6216137,1.2688037,8.767213,0
1.399048,0.17187631,6.6156363,0
1.1146348,-1.1770484,7.942004,0
3.1579127,1.9139072,8.589387,0
1.7578292,1.356728,9.045733,0
1.5048554,1.5035696,8.575647,0
2.0561912,-0.93452024,7.035617,0
1.2127901,0.19358727,7.863288,0
1.048228,-0.4806458,6.7651386,0
2.4333458,1.4475954,7.7912364,0
1.2534299,-0.76420474,6.725338,0
1.0439439,-0.35858196,8.8976555,0
1.5520322,1.6229804,9.373528,0
1.9343393,2.1418035,7.7418365,0
1.950436,0.3237237,6.119988,0
2.901617,0.012577777,9.48057,0
1.53356,0.37426835,5.4317265,0
1.6209406,-0.13867342,10.841911,0
2.6702583,0.049720712,9.177031,0
3.6595232,0.8479278,10.633182,0
2.7435958,2.1803808,8.752691,0
1.9754268,-0.79334563,10.436075,0
2.4666312,1.7809645,6.901128,0
1.6116246,-0.18990539,11.246438,0
1.5867436,-0.89584875,6.846069,0
1.9406656,0.13810174,7.0650916,0
1.8249334,0.20658366,10.019483,0
0.72308093,0.15093231,9.425249,0
0.87290454,-0.34649888,9.270212,0
1.105915,0.6948412,9.96086,0
1.1784514,-1.3779249,7.214587,0
3.3234484,2.0849946,6.940079,0
1.7719026,0.7459824,6.6178594,0
3.4703074,1.0870266,8.004649,0
1.94594,2.5908844,8.421644,0
2.6663165,1.5258533,9.607238,0
2.212928,1.4927195,8.587164,0
1.0396801,4.415847,8.927538,0
1.0682145,1.0487859,9.226663,0
1.4802483,-0.06942654,11.640928,0
1.4952362,-0.10351528,11.158298,0
0.9988667,0.8336184,9.1731825,0
1.7673577,0.02791854,5.9679623,0
0.6264289,1.3799682,6.1638403,0
2.95703,-1.0503514,7.7099,0
2.1591632,0.94964504,5.237966,0
2.4775338,0.80876917,5.065079,0
1.3460358,-0.6295551,9.247814,0
1.1171201,1.5796359,5.480447,0
1.4749985,-0.047764827,5.8623843,0
1.2391542,-0.45065525,8.731719,0
1.621691,-0.63065535,8.704616,0
0.99953425,0.12879364,5.6971426,0
1.5874562,0.27139366,5.7398124,0
2.368845,2.4058383,6.778395,0
1.8466524,1.3723859,6.368784,0
2.0512838,1.1014516,9.522208,0
0.50509083,1.3878441,6.2916265,0
1.2032195,-0.8870028,9.710548,0
3.5396266,0.768998,10.460125,0
1.2426859,-0.55906457,7.711422,0
1.4001113,-0.084012106,6.470852,0
2.721967,0.17375818,4.921655,0
2.2948916,-1.0612166,7.2132874,0
3.5049648,1.4729875,9.092658,0
2.403995,0.6974848,3.8924465,0
2.3114793,0.51626503,3.6667714,0
2.9085088,1.0991884,5.7267966,0
0.9333051,1.0741879,8.609411,0
2.7853868,1.4714731,4.7996426,0
1.2731091,-1.4456,9.231387,0
2.3895671,1.7085674,8.823256,0
3.0202796,2.173613,7.5587792,0
0.80034196,-0.45233387,8.145001,0
1.0712074,1.2428029,9.9621315,0
1.9288012,1.2880249,8.872462,0
2.5020547,-0.24634616,7.213708,0
1.5014732,-0.82054704,9.499387,0
2.9028232,0.67049783,9.0761595,0
3.2589786,-0.07933765,9.645716,0
1.2548343,-0.26617032,6.078872,0
1.7539481,0.73089683,9.831578,0
2.459618,1.5899799,7.912236,0
1.0754275,-0.65106267,9.082512,0
1.8230829,0.065259844,4.846132,0
3.2852383,0.4584939,9.415562,0
2.3334637,-0.63015187,6.8529305,0
3.5877326,2.0103233,8.171422,0
2.5838597,0.69673234,7.953321,0
0.86606306,0.9829344,8.44722,0
2.4165866,-0.42543134,9.411715,0
1.0767148,1.7475306,8.942883,0
2.5437553,0.04758181,7.8093233,0
2.6988623,-0.032115478,4.891876,0
1.203997,-0.47796398,9.507558,0
2.1561828,-0.8696839,9.950639,0
1.7370099,0.6787993,5.991852,0
2.1119673,0.4893594,9.764334,0
1.2100319,-0.23589592,8.720975,0
1.2635326,-0.70508844,8.258744,0
0.916639,1.196453,5.4803905,0
3.0763195,0.64328104,9.057246,0
1.0869207,-0.32555202,9.578408,0
1.6167045,0.68974435,8.832288,0
2.0722322,0.8743297,9.32676,0
3.1087437,0.33043802,10.143195,0
2.6238723,-1.0711355,7.237939,0
2.3001792,0.64854485,9.451485,0
2.213677,1.2646575,8.406762,0
1.0095606,0.52415276,9.092979,0
2.545344,0.10974342,7.496595,0
0.6933697,-0.53026754,9.071532,0
2.2217982,-0.5620575,9.793442,0
1.4515805,-0.55367476,9.695299,0
1.5587724,3.4420671,8.833235,0
2.226605,-0.93128604,7.07847,0
1.9598017,0.12508744,9.98795,0
2.197385,1.1375378,9.615261,0
2.549394,1.146791,5.406415,0
2.3783803,0.2918095,9.657464,0
0.8040464,0.9578028,8.523209,0
3.4205143,1.3645451,9.565577,0
1.1330373,0.9718481,9.780024,0
1.7059323,0.122265354,6.5210657,0
1.1320047,0.06795707,9.279253,0
2.4462786,2.3001862,7.838237,0
1.225184,3.627322,8.587481,0
2.9557755,-1.0776271,7.8151183,0
3.0713944,-0.9456862,7.945143,0
2.1682825,1.577498,8.859658,0
2.3957806,1.1938909,9.620826,0
2.2843106,1.7563657,8.402795,0
3.1696484,1.4567354,6.473442,0
2.2258434,1.4951577,6.780731,0
1.3191141,-0.18522769,6.751563,0
1.2453028,-1.4319491,9.332001,0
2.2489996,1.2697189,8.284178,0
1.0870501,4.2648225,8.527002,0
1.9784184,0.2787549,5.729595,0
2.100031,1.6953317,8.328124,0
1.1034414,0.7607863,9.229046,0
2.2999985,0.98501176,7.1541634,0
1.0861667,-0.7003289,9.423467,0
1.1819268,-0.78362167,7.5336146,0
1.1349231,1.0296942,8.610683,0
3.5942268,0.5144927,9.220234,0
1.4282112,0.37177676,9.515623,0
1.9332643,1.3164389,8.786273,0
2.6282525,2.6445413,8.560805,0
3.7669497,2.3368447,7.780007,0
2.0339813,0.2084009,3.9003906,0
1.3318915,0.06579074,11.021242,0
3.0838058,1.1385878,8.79284,0
2.2464297,0.5498872,8.131318,0
1.4536668,0.4991987,5.5186286,0
1.6731486,3.7427657,8.612128,0
1.4638638,-0.08193401,11.617162,0
1.6613533,-0.21910074,11.388219,0
2.673928,0.04759214,4.9596767,0
1.5464458,0.019622304,6.441055,0
1.6371297,-0.9013568,8.903764,0
1.3748709,-0.7275332,9.649872,0
0.9610006,-0.85092044,7.397029,0
1.3417202,0.85963285,6.885248,0
2.198427,0.32153088,9.926503,0
1.6124805,-0.42920282,9.542149,0
1.3461986,-1.468871,9.271481,0
1.874682,-0.3444298,8.295002,0
2.4638586,0.23244041,9.297228,0
2.9712553,0.58614016,10.139412,0
3.321172,1.4241846,9.173938,0
3.4940786,0.41843992,9.220537,0
1.2215323,0.21551524,6.550651,0
2.8520193,1.279324,5.2986116,0
1.261117,-1.0972662,9.860016,0
2.6617837,-1.3598891,7.221262,0
1.7507472,2.363429,9.24951,0
1.9244841,0.03993097,7.041119,0
2.6069224,2.6523676,8.540477,0
1.268597,0.80584997,5.6638284,0
1.1391658,0.6751612,9.647748,0
2.8855932,0.046378836,8.97565,0
1.5574932,-0.11306416,6.201417,0
1.6355655,2.1733837,8.357906,0
0.7700529,1.4177113,9.292728,0
1.7593621,3.54938,8.840606,0
1.6613362,-1.0688273,7.851313,0
0.75980663,-0.37073082,9.375606,0
3.2468684,2.2137306,8.531791,0
1.5985835,1.8124952,8.7559395,0
2.536542,1.3886838,9.01307,0
2.2025764,0.49708927,4.267766,0
1.2750949,0.9517529,7.594233,0
3.9596055,2.093877,7.3228583,0
0.7527407,-0.3064382,9.187669,0
0.7006735,0.8313802,7.6984487,0
2.272812,1.3585842,9.801159,0
2.0234,2.2338753,9.579515,0
1.2131761,1.5052179,9.517439,0
2.1869977,2.889886,7.3335285,0
3.1456716,-1.0922482,7.829062,0
3.320996,1.7343265,8.267296,0
2.136027,-0.83720744,6.677986,0
0.88880646,0.40127498,6.7075014,0
2.8339531,-1.1154493,7.68358,0
1.4963078,-0.049920417,10.926775,0
3.2535694,0.7922841,9.499351,0
1.5869691,-0.070269495,7.3666415,0
1.6340407,0.77360755,5.702582,0
2.3056118,0.3839477,8.794265,0
1.2829716,-1.5809363,9.469021,0
2.3518882,0.3278676,8.269713,0
3.959506,1.6970762,8.028425,0
1.8392472,0.15230204,7.153806,0
0.7969708,1.1910813,8.294803,0
1.2003545,-1.4716691,9.096111,0
2.9797647,1.4630951,5.5788283,0
1.6614759,-0.3144947,10.862373,0
2.5085766,-0.11806768,5.802439,0
3.8636293,2.1459365,7.0315614,0
2.702933,1.163719,9.350041,0
3.9616952,2.179941,7.5097537,0
1.2850785,-1.0784248,9.119461,0
1.9965584,-0.08787532,6.6016216,0
3.7022486,1.9600714,7.3301363,0
1.0738709,0.77346736,6.5575767,0
2.940859,1.1512319,8.737554,0
3.6704717,1.3458455,10.305342,0
1.527491,-0.8480997,8.29793,0
2.3216436,-0.5145634,6.8588767,0
1.8671017,1.9388294,9.181328,0
2.1089883,0.5151593,5.703448,0
2.7990215,1.299553,8.5362625,0
1.487558,-0.16350374,9.769555,0
1.3403208,0.6897576,10.057769,0
1.6803279,-0.0032956272,5.5996,0
1.221827,-0.59260666,8.997692,0
2.3499677,0.3835886,8.180833,0
0.8157135,0.44663492,10.56242,0
1.4295427,0.4716954,8.751535,0
1.6568319,-0.23275733,11.53566,0
3.3238027,0.5744599,8.942808,0
0.88194287,0.07912668,7.1972084,0
1.7170097,-1.379472,9.812869,0
2.6327105,0.023605183,5.3429284,0
0.85218185,-0.75898767,8.976238,0
1.7144723,-0.5249201,9.731873,0
1.2215563,-1.3099498,9.254589,0
1.9433798,1.5833262,5.823171,0
3.34447,0.96637946,8.768735,0
1.502779,1.7212362,7.1488733,0
1.8995199,-0.23139621,5.502575,0
0.8989679,-0.37998956,9.276269,0
3.3568938,0.961006,9.002571,0
2.254903,0.5745772,4.5684896,0
1.9617546,-0.5582763,10.99581,0
3.0290942,2.8459153,8.622549,0
4.0407224,1.9229485,7.2905865,0
2.2218392,1.4547826,8.706272,0
2.12336,1.7619344,8.914789,0
2.3642776,-0.3659986,6.5706964,0
1.0975337,3.4697416,8.550491,0
0.86093193,0.39516106,10.548617,0
2.1732004,-0.14210927,6.515686,0
1.7165416,-0.5435946,5.60898,0
2.5314336,0.45398453,8.907355,0
1.6852348,-0.47659686,10.5878315,0
1.7574617,0.5479767,6.32628,0
1.7968,-1.3120478,9.71897,0
2.8386424,-0.5939234,7.8989415,0
3.8411555,2.3261254,7.9495244,0
2.734548,2.2687132,8.071498,0
2.0505044,0.6529223,9.827947,0
1.4099174,-0.5999855,6.398878,0
2.9083345,-0.21923359,9.929861,0
1.2976596,0.07231306,11.4904585,0
1.623132,-1.1313483,9.907197,0
1.0868888,1.8860184,9.579521,0
1.7612293,-0.20760693,11.176923,0
3.3121908,2.086373,7.4898825,0
1.6707313,-0.3190441,5.9073935,0
1.1712339,-0.85032696,6.231706,0
1.7960491,0.32951078,5.479449,0
1.3964577,-0.03675362,11.111873,0
0.6662534,-0.075386934,8.494155,0
1.5218695,-0.6078427,6.383641,0
1.5042895,3.7473552,8.475361,0
2.31816,2.33015,6.472482,0
1.9226028,-0.40918878,11.241428,0
1.9800643,0.2847712,5.6376295,0
2.8555377,-1.2597413,7.1433077,0
1.3158178,-1.1395187,7.277187,0
2.3594313,1.7119799,7.0056415,0
0.91583264,-0.44206604,6.737642,0
1.5462953,0.5475583,6.6573343,0
2.3305225,1.434563,7.4526496,0
1.8671976,-0.07474037,5.991107,0
1.2256714,3.618996,8.489723,0
2.248721,1.7632239,6.901559,0
3.6770349,0.960327,10.539767,0
2.0800614,0.25582755,3.8209455,0
1.0594213,-0.24486162,9.368936,0
2.637626,-0.0125906635,4.83511,0
1.8129996,0.73137987,5.9125113,0
1.8433952,0.12106514,4.6104207,0
1.2094154,1.2115098,9.388829,0
0.928074,1.3460382,5.4852405,0
4.0597606,1.8080072,7.007517,0
2.9825606,-0.9822923,7.8209944,0
1.3732922,-0.15610732,6.471957,0
2.627727,1.5453308,9.562215,0
2.7861364,0.87211424,9.313381,0
2.270837,2.7000856,7.0773506,0
0.43001175,-0.47090936,8.944087,0
1.1227605,0.98101896,9.647252,0
2.1185591,2.6403334,9.149231,0
1.5935796,-0.14908485,6.0595694,0
2.9022665,-1.3867466,7.059649,0
3.0788774,2.4043522,8.549382,0
1.8524728,0.44714627,6.036006,0
1.4225388,0.10667445,5.337094,0
2.00055,0.93122643,9.051588,0
1.0648782,-0.7742019,7.9162993,0
2.5674858,1.2415583,8.07523,0
2.9037318,0.9509895,8.513779,0
1.2148274,0.83200294,8.717614,0
2.692567,1.1589012,5.0032654,0
1.3925298,1.9842708,8.415296,0
0.34039938,1.2640481,8.085359,0
2.2207642,1.4494,5.022339,0
1.255176,0.5271142,10.432816,0
1.5229518,-0.3384016,8.508837,0
1.7603147,1.8883464,8.743534,0
1.2098253,-1.0708925,9.431188,0
1.778402,-1.2583076,9.716395,0
2.6242878,0.5611405,5.0140786,0
1.7565347,-0.48686224,6.2854056,0
1.0993711,4.4534593,8.854544,0
2.6281667,0.552325,6.313285,0
2.4539056,2.2179425,8.923114,0
1.8819586,1.4237304,9.675378,0
1.7278059,-0.7219907,8.531485,0
1.0504639,0.7246009,9.651113,0
2.051192,0.7267422,5.4111133,0
3.4574971,1.9715362,6.894814,0
3.9362097,1.3795967,8.138438,0
1.6743953,3.8164568,8.5504465,0
1.2440974,-0.9143786,9.776011,0
1.3656138,-1.1978382,6.745296,0
1.7534709,1.8352394,9.618321,0
0.709283,-0.902282,9.210177,0
1.7877978,2.6943574,8.473991,0
1.8804666,-0.6972692,9.207554,0
2.7127612,0.20121597,4.9419117,0
4.2274523,1.9092724,6.9906225,0
2.272498,-0.32584083,7.1094584,0
3.4707234,0.9751354,10.434894,0
3.7218802,0.6187298,10.457885,0
2.7391582,0.91001976,6.766604,0
3.3505983,2.24967,8.18574,0
2.6154492,1.2172891,4.6643295,0
2.5457609,0.8795259,3.9021678,0
0.7015279,-0.9798762,9.231474,0
0.33996117,-0.42356068,8.918777,0
2.5935845,1.5670174,4.9969196,0
3.5793254,0.76135194,10.419027,0
1.3855276,1.0324272,7.946752,0
1.632339,-0.0337704,9.047654,0
1.5829676,-1.1746649,9.794687,0
1.7239096,-0.13170494,6.4032254,0
1.917409,1.1748934,9.855351,0
1.7090186,4.227791,8.1447735,0
2.202205,2.8519852,7.239832,0
1.7525145,-0.15990369,11.213996,0
3.401876,0.8656193,9.378403,0
1.3601096,-0.059190378,8.740918,0
4.061732,2.0523448,7.43592,0
2.5452168,0.84918904,3.9071987,0
1.3926615,-0.29600182,9.705585,0
1.4008584,-0.0044437074,11.547537,0
0.9854289,1.5268056,9.368562,0
2.3952177,0.4116422,9.69289,0
1.448503,-0.08547754,11.45158,0
2.2738667,0.3285145,9.490041,0
1.5059677,0.18137681,6.5374045,0
1.3686047,0.4806425,8.410968,0
1.799067,-0.26473638,10.667675,0
3.760916,2.5192964,7.9075856,0
4.030086,1.8508394,8.253687,0
2.1289942,0.8485652,6.615501,0
2.8585901,-0.732066,7.791033,0
2.3286545,0.7563055,8.701886,0
3.3821583,0.7562291,8.931999,0
1.2162517,-1.0595088,7.995966,0
3.2644987,1.975212,7.457106,0
1.477339,0.64198047,9.086406,0
1.4446596,0.07989242,11.251898,0
1.1108451,-0.62628067,6.913263,0
1.5550941,4.245891,8.642169,0
0.8146746,-0.83826077,7.364571,0
0.8269856,-0.7600384,6.5837007,0
2.6253712,1.028558,4.0810037,0
1.0511944,-0.46590182,6.3207903,0
1.4841067,-0.14971597,9.225693,0
3.0174687,0.38418487,9.235776,0
2.8216834,-0.44210866,7.6483827,0
0.8987702,4.5015025,8.510967,0
1.5960819,-0.22493348,11.115034,0
0.6450655,-0.27724087,9.124587,0
2.965825,-1.3969775,7.183992,0
2.9176152,0.48635402,10.232757,0
2.622336,0.37946084,9.856998,0
2.4342415,0.6838836,4.0593443,0
2.0806272,0.8849554,9.287178,0
0.97911084,0.2596842,6.2377353,0
0.95857596,-1.4133611,8.831709,0
2.3377728,-0.22261794,4.906061,0
0.9935807,-1.1782339,9.594106,0
0.0063962867,2.2703989,6.5187716,0
1.644194,-0.043236896,11.214872,0
1.5808827,-1.2011564,9.433812,0
2.1485684,1.545062,8.850302,0
2.6350136,0.30574432,8.626873,0
1.8321974,0.09602997,4.312327,0
1.641651,-0.14734852,11.268569,0
1.9356183,1.2642937,8.472699,0
0.5862418,0.98291475,8.040969,0
0.8723768,-0.5214364,9.415342,0
2.523684,1.7006835,4.9771514,0
3.3840473,0.6765254,8.818943,0
2.3801026,1.254049,8.844119,0
3.7026594,0.80006546,10.528164,0
2.1832225,3.0348268,7.7899365,0
1.8640907,-0.1944421,5.2081356,0
2.568851,0.22226551,4.909824,0
1.9569674,1.4423807,9.595891,0
3.7550576,0.9147448,10.603755,0
1.3155948,-0.798458,7.84926,0
1.9148757,2.0869043,9.518472,0
1.2217001,-0.6881693,6.621565,0
1.7141582,-0.86563146,9.619239,0
