0,1,2,3,label
2.5302203,-0.6634033,5.9498844,6.660903,0
2.249803,3.304018,8.213579,6.0847816,0
3.5064588,-0.015203207,6.4200735,6.3493366,0
2.055375,1.5885217,7.5540614,7.9989076,0
4.5109844,0.5402301,6.83897,6.7514706,0
2.2318158,-0.060703028,7.8120975,7.735647,0
2.0567014,0.045291178,9.074125,6.635329,0
2.8082962,0.70805025,8.338149,7.095153,0
0.22629434,0.06545303,7.4499354,8.2869,0
2.417729,-0.4389031,4.6992254,7.414599,0
2.8468864,-0.8044524,4.1048694,6.585969,0
2.2934825,0.052277483,6.323579,6.571397,0
0.8216899,0.2645086,8.125176,7.9247117,0
1.7823385,-0.3934594,6.1480055,6.4785147,0
2.738631,1.2385116,7.1863666,7.18293,0
3.4686458,0.38399622,7.7945786,6.2455263,0
2.5381112,3.0396006,8.250729,6.492471,0
3.4465902,0.43758643,7.764599,7.8600364,0
2.6340485,-0.7801739,9.255663,6.118196,0
4.113308,0.20512737,6.3531504,6.4450393,0
3.2417555,0.36258057,8.275424,5.838286,0
2.333996,1.3305426,6.909159,7.908111,0
3.0303392,-0.263785,9.55087,8.174279,0
2.1491692,-0.21808767,8.212767,5.8864136,0
3.842638,0.36202717,8.426618,7.502061,0
1.517104,-0.54170644,6.6984153,6.7536716,0
1.8701206,-1.5937816,7.8062267,7.749542,0
3.696985,0.3816204,8.131718,6.652827,0
2.6953087,0.10348322,8.632228,6.230069,0
2.5442483,-0.0042289426,7.961466,6.1546874,0
0.8750387,-0.58624214,7.005032,7.832234,0
1.8890276,-0.8313173,8.035747,6.2593193,0
1.7811728,-1.249682,6.711882,7.0609484,0
2.5474865,1.1726967,7.6981134,7.54352,0
1.538517,-1.1514077,6.651456,7.4531255,0
1.8759406,-1.1715515,8.660272,7.434208,0
2.8445573,-0.27197844,8.617911,6.313128,0
2.6839142,1.3122925,7.3586693,6.5212684,0
1.8888377,-0.47582176,5.9816833,7.0693307,0
2.734034,0.15312986,9.433986,7.968338,0
2.0721455,-0.70779324,5.5399675,6.412555,0
2.0900178,-0.6849633,10.3147335,7.405204,0
2.4977922,0.18231755,9.220401,7.8323174,0
1.7898698,0.96064734,9.863149,8.383714,0
3.478325,0.9153924,8.152061,6.474191,0
2.2618606,-1.0615537,10.04155,8.093687,0
2.4731631,1.2391751,6.9478674,7.7601485,0
1.908132,-0.8603847,10.766491,7.4771643,0
1.4203391,-1.1125698,6.715944,7.533793,0
1.2153276,0.22979034,6.897214,7.34833,0
2.8092508,-0.7085754,9.65518,7.131378,0
2.7597816,-0.91258293,8.362498,6.0982533,0
2.8285935,-1.3056426,8.698051,6.9472475,0
2.4562106,-0.8301514,9.488003,6.3009286,0
1.6344855,-1.6568428,7.0144615,7.8501067,0
3.872021,0.42551956,6.665773,6.5321393,0
2.1686673,-0.09494628,6.6934104,6.5704374,0
3.5424535,0.62029594,7.7186446,7.6866684,0
2.5499258,1.6182976,8.307419,7.005265,0
3.3714705,0.5709954,8.936096,6.6567674,0
2.5742266,0.938439,8.427385,6.7581005,0
2.5325506,3.4421494,8.255915,5.6684237,0
2.1794326,-0.2977289,8.755411,6.0572653,0
1.8302604,-1.0133212,11.202452,7.4729505,0
1.9270046,-0.75183403,10.624078,7.4748363,0
2.010744,-0.18624894,8.999136,6.2789426,0
2.6814146,-1.0984132,6.1558137,6.680233,0
1.2796178,0.35025838,6.14515,5.9880195,0
0.51408947,0.23379888,7.9241204,8.196855,0
2.604298,-0.37772405,5.278523,6.4212046,0
2.7207005,-0.22918761,5.102511,6.7690005,0
2.0747464,-1.4579636,8.923044,7.7256265,0
2.0227835,0.39325216,5.461581,5.8055434,0
1.7373215,-0.7523696,5.7374134,6.951374,0
1.8269858,-1.1684101,8.563431,7.365064,0
1.8619434,-1.1217692,8.495031,7.82571,0
1.9264158,-0.99961597,5.9939175,6.2859106,0
2.5613785,-0.92917556,5.991278,6.59146,0
2.257477,1.5171313,7.112288,8.099825,0
2.3152544,0.3355961,6.266814,6.4438224,0
2.8649445,0.1575416,9.246355,6.6218705,0
1.1306067,0.4355296,6.528955,5.9755363,0
2.6759837,-1.6704848,9.163931,7.4730005,0
1.8996252,0.89488524,9.724874,8.218871,0
1.53266,-1.0756599,7.5330496,7.5871005,0
2.062192,-1.0654695,6.5490594,6.825225,0
2.516177,-0.34812185,4.783894,7.3188543,0
0.74427897,-0.402072,7.251472,7.928835,0
3.8857913,0.3629308,8.301046,7.3270707,0
2.8629532,-0.7091377,4.0848107,6.504746,0
2.729507,-0.9473914,3.8649256,6.5281367,0
3.478885,-0.4392459,5.9171286,6.3850055,0
1.7127185,0.06815455,8.586896,6.1875844,0
3.508579,0.07656694,4.958615,6.3903337,0
2.983693,-1.6318511,8.331969,7.7753882,0
2.973172,0.9002331,8.387637,6.6598315,0
3.4813793,1.2431291,7.2438374,7.0328674,0
3.197026,-1.1574559,7.913712,6.589496,0
2.7730362,-0.68957347,9.093928,5.950069,0
2.6395574,0.41686854,8.714866,6.584017,0
1.249557,0.15412664,7.1840878,7.8772955,0
2.2064016,-1.5051835,9.064904,7.5191097,0
2.6542306,0.60085726,8.973537,7.738054,0
3.2697308,-0.115905285,9.494206,8.126471,0
2.4964366,-1.0188574,6.2167416,6.963682,0
2.5248632,-0.3390616,9.53429,6.665192,0
2.8211303,1.1728332,7.977372,7.116385,0
2.1686697,-1.6236552,8.799637,7.4753222,0
1.9786671,-0.86439013,4.984605,6.7539616,0
3.4708376,0.18094707,9.241132,7.845287,0
0.91406,-0.14460842,6.8994503,7.8718624,0
4.071605,0.4203176,7.4825125,6.6952367,0
1.9684336,1.1669805,7.9354906,7.588845,0
1.5769155,0.19326308,8.365383,6.2840753,0
3.037229,-0.64745617,8.966942,7.935443,0
2.316903,-0.31689447,8.308576,6.324214,0
1.84443,0.37367985,7.742227,8.051462,0
2.4346511,-0.36847293,4.633542,7.548785,0
2.2969627,-1.4509362,9.096024,7.3405805,0
2.9116116,-1.0199625,9.484026,8.017596,0
2.4104972,-0.47393686,6.0770044,6.7051444,0
2.9532795,-0.31086043,9.479157,7.1312127,0
1.5843471,-0.90691626,8.725584,7.5325046,0
1.8918681,-1.2995043,7.925243,7.641219,0
1.6141157,0.09438569,5.6352177,5.780884,0
3.2400005,0.32005712,8.833743,7.6310277,0
2.4256983,-1.4322512,9.052395,7.044537,0
2.6031106,-0.63941586,8.328555,6.9730735,0
2.784349,0.28671786,9.1582365,6.878096,0
2.036234,0.40163198,9.575244,8.091649,0
0.33899176,0.0840239,7.287205,7.8865805,0
2.9113696,0.13611606,9.330151,7.1115456,0
2.8726022,0.28802368,8.002057,6.916953,0
2.06295,-0.6974777,8.726318,6.458254,0
1.5365914,0.3788725,7.508676,7.783191,0
2.1962526,-1.5879598,8.579049,6.9685454,0
2.4561117,-0.7812219,9.386735,8.062523,0
2.2595172,-1.3263981,9.198396,7.5476413,0
2.8285732,2.608958,8.351598,5.9135404,0
0.97330993,-0.48347387,7.183873,7.9365892,0
2.81135,-0.657067,9.67512,7.2743654,0
2.8608131,0.21917164,9.190044,6.741424,0
3.1594043,-0.28771114,5.5320888,6.368682,0
2.886587,-0.14109573,9.380543,7.47654,0
1.5064104,0.23187277,8.479926,6.2229905,0
2.957205,0.8054012,9.204233,7.8136163,0
2.4088242,-0.6081987,9.406227,6.129438,0
1.345926,-0.2413932,6.4362025,7.1464605,0
2.1494718,-0.92081743,8.866347,6.927837,0
2.5831249,1.5727651,7.9964776,7.516727,0
2.3825881,2.7122731,8.300753,5.942657,0
0.43278813,0.18206152,7.974571,8.229237,0
0.60143983,0.366443,8.068003,8.20064,0
2.8136954,0.051835407,7.814034,6.420562,0
3.331843,0.13915169,9.156433,6.9179006,0
3.032857,-0.09312331,7.567918,6.563128,0
3.5329475,0.25013542,6.209835,6.8375173,0
2.417928,0.8933295,6.779317,7.3227735,0
1.4367778,-0.82486665,6.7213926,6.954409,0
3.0064228,-1.7192982,8.49125,7.814218,0
2.5362103,0.90687686,8.23347,7.1870046,0
2.2938204,3.3481767,8.464437,6.0396137,0
2.9690242,-0.93744457,5.9590445,6.522552,0
3.1910405,0.4051697,7.7468133,6.6066647,0
2.0328722,-0.24119994,9.056648,6.4409847,0
3.5221636,0.33731312,7.4029093,7.1526947,0
2.5715601,-1.4801723,8.771789,7.364766,0
1.5752137,-1.1459402,7.2945385,7.6725426,0
1.8678758,-0.022889452,8.502929,6.34798,0
3.5095026,0.2477025,9.120829,7.995854,0
2.389602,-0.5902747,9.297209,6.8717113,0
2.3658128,0.63313395,8.758517,6.7028904,0
3.6461139,0.72831136,7.6585045,6.1719446,0
4.3818254,0.16407686,7.2161665,6.4604435,0
2.3265588,-1.0864983,4.0542808,6.556298,0
1.641615,-0.6962796,10.42773,7.204636,0
3.446784,0.55599976,8.457565,7.352575,0
1.6814245,0.86649334,8.104754,7.545391,0
1.9101952,-0.50983447,5.723686,6.163076,0
2.7702596,2.7464452,8.264931,6.3546524,0
1.8380321,-1.0485622,11.157667,7.486119,0
1.845384,-0.90582496,10.841564,7.4929357,0
2.4489942,-0.5158562,4.8547864,7.428286,0
2.2766335,-0.82166725,6.499285,6.955867,0
2.0485733,-1.2691597,8.717808,8.011861,0
2.5807056,-1.4466444,9.230583,7.488747,0
2.1395178,-1.4164386,7.2359333,7.4851346,0
1.6423887,0.30292013,6.7105756,6.711437,0
2.6202993,-0.24712032,9.697526,7.257947,0
2.3909674,-1.1437896,9.12803,7.6364617,0
2.8128233,-1.7208469,8.570041,7.8234515,0
1.6952,-0.34296495,8.187044,7.864597,0
2.5900297,0.18382014,9.230203,7.6458917,0
2.4968731,0.46025768,9.779328,7.9185357,0
3.6342828,0.46474257,8.682147,7.424582,0
3.5223339,0.15042098,9.059217,8.01358,0
1.676226,-0.49771664,6.4986005,6.941241,0
3.4771821,-0.14675644,5.462662,6.400379,0
2.8703177,-1.6759626,9.2264185,7.5038314,0
0.14191256,0.12361455,7.2267833,7.998483,0
3.2455246,-0.21491641,7.988828,5.91306,0
1.8163913,-0.26174852,6.878785,7.5480576,0
3.6776805,0.58716804,7.8191233,6.1735024,0
1.706377,-0.15428083,5.8102217,6.2570734,0
2.7484891,-0.8391896,8.683429,6.371727,0
2.1600819,0.39934394,8.953556,7.8781557,0
1.8999348,-0.8471719,6.2176986,7.070362,0
2.5502586,0.8664008,7.8290253,6.215855,0
2.2250004,-0.29560807,8.771956,5.715063,0
3.3822753,0.66729385,7.783654,6.0035896,0
1.5445046,-1.0453355,7.6191683,8.091419,0
2.3014982,-1.4987041,8.832263,6.911276,0
3.809641,0.39505398,7.826408,6.61409,0
2.7529685,0.51085573,8.2620535,6.1848693,0
3.3259845,0.23762488,8.47916,6.7695537,0
2.726537,-0.6627176,4.4354215,6.5016055,0
1.7999667,0.32506192,7.5604277,6.743343,0
4.455864,0.55748725,6.8741517,6.748034,0
2.2437317,-1.4619035,8.654015,6.8843374,0
1.50912,-0.17400144,7.4563303,6.166351,0
3.2174156,-0.38693038,8.819615,6.664478,0
3.467842,-0.46453366,8.280653,6.0861673,0
2.5929062,-0.2509915,8.860694,5.9060445,0
2.1740947,1.810469,7.692528,7.8832955,0
0.51279557,0.31370142,7.9114156,8.27791,0
3.7140071,0.4972402,7.8585963,6.9068556,0
0.9267908,-0.6170472,6.753213,7.875985,0
1.3362653,-0.44926712,6.6527166,6.380078,0
0.4584306,0.07614422,7.787265,8.19205,0
1.8921125,-0.7909183,10.395933,7.217734,0
3.581969,0.019901663,9.212091,7.547332,0
1.3060687,-0.51438373,7.3403807,6.973964,0
1.9912277,-0.21022831,5.6754026,6.5798416,0
2.1997628,0.29947963,8.796508,7.5826893,0
2.9769423,-1.8284351,8.639674,7.891952,0
1.6969398,0.47226965,8.2913265,7.579875,0
4.3784437,0.32281825,7.58713,7.096748,0
1.4799718,-0.31139055,7.108049,7.104033,0
1.5795964,0.054700397,7.989797,5.9852567,0
2.8442833,-1.7654082,8.220117,7.7954903,0
3.6345348,-0.05475751,5.7986884,6.39798,0
2.1221673,-0.7832,10.394292,7.5269384,0
1.8742398,-0.23384202,5.5221543,7.450068,0
4.390918,0.4977054,6.528926,6.6182103,0
3.1462407,0.6354582,8.857569,7.3078523,0
4.3967032,0.13500273,6.9538827,6.5918126,0
2.3865693,-1.4977335,8.730588,7.650152,0
1.1168258,-0.13452479,6.449088,7.2332864,0
4.171659,0.38729253,6.935907,6.7368674,0
1.3544217,0.1767415,6.4541206,6.6004963,0
3.407702,0.5413391,8.631198,7.240768,0
2.2653556,1.1737068,9.824188,8.195785,0
1.6404461,-1.0356232,8.139657,7.8994026,0
1.0065917,-0.32049894,6.8452373,7.7493496,0
2.9394054,-0.011211378,8.236379,6.0069747,0
2.3027067,-0.35095477,5.5948963,6.786827,0
3.305353,0.24020427,8.445548,7.2583537,0
1.9883184,-0.99077064,9.293861,7.501536,0
2.4753714,-0.6541356,9.542679,6.512805,0
1.48346,-0.5154454,5.641784,6.8979683,0
2.083624,-1.4264652,8.661357,7.491339,0
1.3622702,0.74064714,8.177381,7.5698285,0
1.5835645,-0.7688195,10.065471,6.7398496,0
2.1459045,-0.0675707,8.599837,6.9109054,0
1.8637776,-0.9590917,11.047485,7.54289,0
3.1901174,0.4838147,8.818424,7.9332786,0
1.4838642,-0.9451189,7.0710077,6.5014124,0
3.1605256,-1.4505706,9.134772,8.09963,0
2.210398,-0.30575523,5.0817213,7.438203,0
2.380304,-1.454112,8.271226,7.2545037,0
2.5967076,-1.1818411,9.352347,7.569362,0
2.8177032,-1.7197465,8.426633,7.7249684,0
2.5782564,0.36291802,5.863069,6.098546,0
3.6435213,0.32753602,8.6005,7.4865847,0
1.8259479,1.0451462,7.026268,6.4833293,0
1.8564698,-0.7754417,5.2290726,7.1414967,0
2.0664473,-1.3001721,8.8087015,7.0792294,0
3.6383305,0.30354378,8.9422455,7.514177,0
2.59034,-0.6590061,4.6145325,6.5204954,0
2.3824437,-1.058844,10.487632,7.905477,0
3.900417,0.04578329,7.761111,6.0476303,0
4.440702,0.42935348,6.879072,6.819667,0
2.8716848,0.49270746,8.404805,6.702517,0
2.981193,0.5907102,8.488458,6.360164,0
1.0055937,-0.1712703,6.4881477,7.675898,0
2.3760684,2.569116,8.400025,6.083798,0
1.5769547,-0.78225297,10.039578,6.7509303,0
1.3995626,-0.46012267,6.532106,7.4610386,0
1.8709474,-1.1550192,5.667067,7.308801,0
2.329386,0.48935908,8.744421,7.66556,0
1.8439645,-0.94478387,10.096953,7.957477,0
2.1648085,-0.37404746,6.3896403,6.731134,0
3.0359566,-1.4648124,9.070531,8.054215,0
0.6905587,0.53769326,7.9878426,7.810737,0
4.343066,0.21248633,7.497975,6.5420384,0
3.363899,1.3879962,7.8918295,7.0325413,0
3.1755266,-0.45977864,9.254973,6.8962035,0
